array,source_file,source_line,partition_type,dimension,element_count,reason,expected_storage,risk
next_state.rename.int_map_table.br_snapshots.4,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.5,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.6,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.7,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.8,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.9,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.10,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.11,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.12,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.13,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.14,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.15,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.16,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.17,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.18,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.19,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.20,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.21,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.22,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.23,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.24,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.25,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.26,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.27,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.28,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.29,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.30,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.rename.int_map_table.br_snapshots.31,../src/boom_core_step.cpp,132,automatic,all/unknown,32x8,BoomCoreState next_state = state clones branch snapshot storage before every cycle update,"persistent RAM, not per-cycle copied temporaries",HIGH
next_state.issue.issued_uops.uopc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.inst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.debug_inst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.is_rvc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.debug_pc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.iq_type,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.fu_code,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.br_type,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.op1_sel,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.op2_sel,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.imm_sel,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.op_fcn,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.fcn_dw,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.csr_cmd,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.is_load,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.is_sta,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.ctrl.is_std,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.iw_state,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.iw_p1_poisoned,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.iw_p2_poisoned,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.br_mask,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.br_tag,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.ftq_idx,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.pc_lob,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.edge_inst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.taken,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.is_br,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.is_jalr,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.is_jal,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.branch.is_sfb,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.imm_packed,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.csr_addr,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.queue.rob_idx,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.queue.ldq_idx,../src/boom_core_step.cpp,132,complete,1,8,BoomCoreState next_state = state exposes persistent arrays as next_state temporaries,persistent module state with explicit write ports,HIGH
next_state.issue.issued_uops.queue.stq_idx,../src/boom_core_step.cpp,132,complete,1,8,BoomCoreState next_state = state exposes persistent arrays as next_state temporaries,persistent module state with explicit write ports,HIGH
next_state.issue.issued_uops.queue.rxq_idx,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.ldst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.lrs1,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.lrs2,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.lrs3,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.pdst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.prs1,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.prs2,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.prs3,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.ppred,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.prs1_busy,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.prs2_busy,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.prs3_busy,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.ppred_busy,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.stale_pdst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.dst_rtype,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.lrs1_rtype,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.lrs2_rtype,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.frs3_en,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.fp_val,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.rename.fp_single,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exception,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc_cause,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.bypassable,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.mem_cmd,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.mem_size,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.mem_signed,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.is_fence,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.is_fencei,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.is_amo,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.uses_ldq,../src/boom_core_step.cpp,132,complete,1,8,BoomCoreState next_state = state exposes persistent arrays as next_state temporaries,persistent module state with explicit write ports,HIGH
next_state.issue.issued_uops.mem.uses_stq,../src/boom_core_step.cpp,132,complete,1,8,BoomCoreState next_state = state exposes persistent arrays as next_state temporaries,persistent module state with explicit write ports,HIGH
next_state.issue.issued_uops.mem.ldst_is_rs1,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.mem.ldst_val,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.is_sys_pc2epc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.is_unique,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.flush_on_commit,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.exception,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.exc_cause,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.xcpt_pf_if,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.xcpt_ae_if,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.xcpt_ma_if,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.bp_debug_if,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.exc.bp_xcpt_if,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.debug.debug_fsrc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.debug.debug_tsrc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.debug.debug_inst,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_uops.debug.debug_pc,../src/boom_core_step.cpp,132,complete,1,3,whole-state copy plus top-level scheduling flattened a small lane array field,small register array,MEDIUM
next_state.issue.issued_valids,../src/boom_core_step.cpp,132,complete,1,unknown,whole-state copy creates a field-level next_state temporary,scalar/register or explicit next-state field,MEDIUM
